id;learn_descr;other_descr;cat_1;code_id_1;code_1;code_id_2;code_2;weitere Kategorien / nochmal prüfen;category_1;remark;
14076;abgleich von unterricht und prüfungsinhalten;;;;;;;;;;
14078;austauach klasse;;;;;;;;;;
14079;wenn corona zuschlägt, hilft hybridunterricht und gelassenheit;;;;;;;;;;
14080;unterricht macht spaß;;;1b2;Job-specific Socio-emotional Values;;;;Job-specific Socio-emotional Values;;
14084;kurzfristige krankmeldungen sind stressoren;;;;;;;;;;
14086;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14087;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14100;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14101;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14102;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14104;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14105;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14106;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14107;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14108;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14109;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14110;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14111;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14113;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14114;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14118;;juniorenfirma;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14120;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14123;mit neuem bildungsplan neue bergriffe in den unterricht eingearbeitet und in leistungskontrollen integriert.;;;;;;;;;;
14130;;Mitbetreuung einer Klasse in einer der beiden Unterrichtsstunden wegen Krankheit einer Lehrkraft;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14131;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14132;;Statt Klassenteilung laut Stundenplan habe ich Unterricht in der ganzen Klasse wegen Krankheit einer Lehrkraft;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14133;;Während der Pause mit einem Kollegen über die Organsiation Nachschreibetermin diskutiert.;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14139;umgang mit schülerinnen und schülern optimieren;;;;;;;;;;
14142;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14143;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14144;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14147;;Grund für Stress: Krankheit;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14150;;Grund für Stress: Stimmprobleme;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14151;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14152;;Ich mag die Klasse und das Thema, bissl Zeitdruck hinten raus, weil die SUS noch 10 Min Pause am Anfang wollten, da sie gerade eine KA geschrieben hatten, dadurch leichte Verschiebung der Planung;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14153;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14156;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14157;;Zu viel Ablenkung /Gesprächsversuche;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14165;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14168;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14171;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14172;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14177;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14178;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14179;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14180;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14206;umgang mit schulabsentismus;;;;;;;;;;
14207;wie sehr die jeweilige migrationserfahrung das schreiben von schüler:innen beeinflusst;;;;;;;;;;
14209;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14210;projektorganisation;;;;;;;;;;
14212;dass mansich am besten um alles selbst kümmert;"SuS kamen nicht (Sprachförderkurs mit S aus versch. Klassen alle 2Wochen 2DS), der war auf diese Woche verlegt, weil ich letzten Woche FoBi hatte, das wussten S nicht,
SuS gesucht-teilweise gefunden & Mail an dir KL geschrieben";;;;;;;;;
14213;bessere zuordnung zu kompetenzstufen;;;;;;;;;;
14215;;Laborübungen, Technik hat nicht richtig funktioniert. ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14217;anpassung aufgabenstellung ;;;;;;;;;;
14221;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14222;"
";;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14223;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14224;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14225;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14228;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14229;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14231;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14232;wiedervorlagen verwalten;Grund für Stress: Kammer will nicht das, was wir wollen.;;;;;;;;;
14241;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14242;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14243;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14244;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14247;umgang mit neuen bildungsplaninhalten;;;;;;;;;;
14249;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14250;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14251;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14252;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14255;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14262;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14269;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14274;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14275;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14277;positive auswirkung auf sus-lernen, wenn dieses text in form von bildern visualisieren;;;;;;;;;;
14278;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14279;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14281;proressorganisation, agilität;;;;;;;;;;
14282;didaktische reduktionen;;;;;;;;;;
14283;austausch über niveaudifferenziertes lernen ;;;;;;;;;;
14285;es zahlt sich aus, über jedes gespräch mit einrichtungen und eltern ein schriftliches (mini)-protokoll zu führen!;;;;;;;;;;
14293;;In einer der beiden Unterrichtsstunden gab es eine Stundenplanänderung durch die Krankheit eines Kollegen: Statt einer Klassenteilung wurde die gesamte Klasse von mir beschult.;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14294;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14295;;Aufgrund der Krankheit einer Lehrkraft erfolgte eine Stundenplanänderung: Die Klasse konnte nicht wie geplant geteilt werden, sondern ich beschulte die ganze Klasse. ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14296;kein wochenplan für nächste woche;;;;;;;;;;
14302;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14324;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14330;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14348;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14358;;Übliches Chaos;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14359;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14362;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14363;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14365;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14366;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14368;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14369;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14371;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14372;technische, nutzen von programm für kuk und orga;;;1a3;Technological Knowledge and Skills;;;;Technological Knowledge and Skills;;
14373;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14378;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14379;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14380;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14381;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14389;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14390;unterrichtsstruktur;;;1A2;Pedagogical Knowledge and Skills;;;;Pedagogical Knowledge and Skills;;
14392;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14395;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14399;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14403;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14404;;Arbeitssicherheit in einer Arbeitstheke mit 6 Stationen ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14406;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14408;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14409;stringenter unterricht planen, mehr durchsetzungsvermögen;;;;;;;;;;
14411;ruhe bewahren, mehr gelassenheit;;;;;;;;;;
14415;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14416;zügigee korrigieren;Tätigkeit spät abends bringt keine Entspannung. Aufmerksamkeit fehlt. ;;;;;;;;;
14417;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14418;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14419;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14421;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14422;;Zeitdruck Abendbrot;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14435;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14436;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14437;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14439;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14440;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14444;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14445;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14447;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14448;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14449;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14450;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14451;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14453;strukturelle neuerungen;;;;;;;;;;
14465;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14466;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14470;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14475;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14476;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14477;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14478;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14479;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14480;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14481;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14482;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14483;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14484;;Personalratsitzung in der Mittagspause, leider keinen besseren Termin gefunden;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14485;;Immer in den Pausen müssen Gespräche mit den Abiturienten geführt werden, zwecks Themen für die Präsentationsprüfung;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14489;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14490;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14495;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14498;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14503;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14504;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14507;schüler für ruhe und unterricht zu motivieren ist  auch für uns nach 3 doppelstunden schwierig. ;Technisch Detaizeichnung Rinnenwickel doppelt gebrochen ;;;;;;;;;
14508;berechnung von haftverlegeplänen bei metallbedachungen;Nachklausur erstellt und neue Aufgaben kreiert.;;;;;;;;;
14511;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14513;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14514;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14516;arbeiten mit modellen ist sinnvoll;;;;;;;;;;
14519;;Email und Messenger;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14527;erkennen von verständnisproblemen bei sus;;;;;;;;;;
14528;neuordnung von unterlagen für optimierten unterricht;;;;;;;;;;
14529; ;Weniger ist mehr ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14532; ;Anweisungen geben ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14533;;KA geschrieben, Schüler kommen zT später wg Bus/ Bahn;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14536;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14537;über pflichtlektüren informiert;;;;;;;;;;
14538;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14539;;Druck, auch während der Krankschreibung zu arbeiten und möglichst bald wieder in die Schule zu gehen, weil bald Prüfungen sind;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14549;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14552;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14553;;Sehr laute anstrengende Klasse. ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14556;details im treppenbau;;;;;;;;;;
14559;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14567;;digitale Medien funktionieren nicht ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14568;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14569;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14570;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14571;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14572;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14573;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14574;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14576;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14582;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14583;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14584;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14585;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14587;keine;;nothing was learned;;;;;;nothing was learned;;
14595;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14600;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14601;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14611;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14612;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14615;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14616;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14617;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14618;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14619;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14623;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14626;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14627;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14628;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14630;gespräch über mögliche außerschulische veranstaltung;;;;;;;;;;
14632;sus haben zum teil gar keine vorstellung, wo unsere lebensmittel herkommen - andere möglichkeiten finden dies näherzubringen;;;;;;;;;;
14634;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14641;aufgaben für drei unterschiedliche leistungsniveaus müssen auch unterschiedliche abbildungen enthalten. nicht das die schüler denken alle abs sind gleich und von einander abschreiben. ;Ende der Woche und des Unterrrichtsblockes  ist man mehr mit Erziehung als mit Lehrtätigkeit beschäftigt.;;;;;;;;;
14644;online unterricht vorbereitet, geplant und ein arbeitsblatt erstellt ;;;;;;;;;;
14649;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14651;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14652;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14655;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14668;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14671;ideensammlung zum umgang mit stressoren;;;;;;;;;;
14674;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14676;fachliche: zusammenschluss von instituten mit geändertem aufgabenspektrum, unterrichtsrelevant;;;1A1;Content Knowledge and Skills;;;x;Content Knowledge and Skills;;
14677;stärkung der flexibilisierung;;;;;;;;;;
14678;informell;;;;;;;;;;
14680;organisationale;;;;;;;;;;
14683;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14695;neue script sprache;neuer Lehrstoff;;;;;;;;;
14696;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14701;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14702;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14706;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14707;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14708;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14709;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14710;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14716;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14718;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14719;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14722;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14723;weiterentwicklung unterricht;;;1a2;Pedagogical Knowledge and Skills;;;x;Pedagogical Knowledge and Skills;;
14725;maßnahmen zur optimierung des unterrichtes erkannt;;;1a2;Pedagogical Knowledge and Skills;;;;Pedagogical Knowledge and Skills;;
14726;unterrichtsmaterial optimiert;;;1a2;Pedagogical Knowledge and Skills;;;;Pedagogical Knowledge and Skills;;
14748;paar bekannte namen in der neuen lerngruppe entdeckt;Zusatz-moodle-Kurs für drei intensive Lerneinheiten mit dazwischen liegenden SOL-Phasen fertiggestellt. ;;;;;;;;;
14775;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14787;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14788;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14794;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14795;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14796;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14797;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14799;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14800;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14802;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14803;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14805;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14807;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14810;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14811;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14812;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14813;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14815;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14816;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14817;neue lehrplaninhalte vorbereitet;es klappte anfangs einfach nicht, das war aber nur ein Fehler in der Installation einer Industriesteuerung ... wenn man sowas denn überhaupt rausfindet;;;;;;;;;
14820;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14821;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14822;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14823;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14824;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14825;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14826;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14827;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14828;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14829;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14831;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14832;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14843;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14844;;Dienstgespräch geschäftsführende Schulleiter mit dem Regierungspräsidium;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14845;;Prüfungseinweisungen;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14846;;Dienst Gespräch mit meinem Personalratsvorsitzenden;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14847;;Prüfungsvorbereitungen, Lehramtsprüfungen;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14848;;Abarbeiten von E-Mails und Telefonate;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14852;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14859;;Die Fortbildung ging den ganzen Tag, ein Fahrtweg betrug 2 Stunden, am Nachmittag deutlich weniger Konzentration vorhanden ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14863;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14864;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14865;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14866;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14867;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14868;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14869;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14870;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14875;navigationssysteme in der land- und baumaschinentechnik;;;;;;;;;;
14880;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14882;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14883;mit neuen hallen umgehen;Andere Hallen, da Flüchtlinge die eigene Sporthalle belegen;;;;;;;;;
14884;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14890;wie belastet schüler, die erst fünf jahre in deutschland leben und deutsch sprechen, vor ihrer bk2-abschlussprüfung sind;;;;;;;;;;
14891;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14906;infos zu neuem abitur;Online fortbildungen sind besser als in präsenz;;;;;;;;;
14909;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14928;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14942;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14943;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14944;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14946;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14947;frontaler vortrag kann sehr interessant und spannend sein ;;;;;;;;;;
14948;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14949;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14950;;Große Müdigkeit;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14952;neue aktuelle praxisbeispiele;;;;;;;;;;
14954;viele fragen zum neuen prüfungsformat in bgs;Der neue Bildugsplan wird in neuen Prüfungen ab 2024 münden. Da die Prüfungen immer auch Rückwirkungen auf den Unterricht haben und haben sollten, suche ich aktuell  - auch über kollegiale Netzwerke - nach diesen Informationen. ;;;;;;;;;
14956;kreative lösungsversuche des nachschreibenden auf klausurfragen.;;;;;;;;;;
14957;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14981;neue informationen zu den seminarkursthemen;;;;;;;;;;
14982;;Arbeit/Familie;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14988;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14990;;Beurteilung anfertigen;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
14992;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15002;die konzentrationsfähigkeit lässt bei den schülern nach zwei stunden extrem stark nach!;;;;;;;;;;
15003;schülerantworten auf klassenarbeitsfragen und damit ein verständnis für die fragestellung ;Klassenarbeit korrigiert ;;;;;;;;;
15013;;Korrektur von Schülerarbeiten;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15014;;Durchsicht von Schülerarbeiten;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15018;neue theaterpädagogische ansätze, ausrausch mit kolleg:innen;;;;;;;;;;
15019;probleme der sus mit dem schwerpunkt erörterung bei der texg. erörterung;;;;;;;;;;
15020;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15031;;Heute, Samstag, habe ich den freien Tag genossen und  keine schulischen Tätigeiten erledigt.;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15033;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15034;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15035;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15043;ü;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15050;weitere stärkung der eigenverantwortlichkeit der sus verfolgen ;;;;;;;;;;
15053;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15060;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15061;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15062;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15063;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15064;aufgaben genau zu definieren ;Arbeitsblätter und die passenden Lösungen erstellt. Unterricht somit für Montag vorbereitet.;;;;;;;;;
15073;es macht kaum noch sinn, den schülern prüfungsleistungen in form von hausarbeiten zu geben. es wird unglaublich viel einfach aus dem internet kopiert.;Plagiate zu lesen und das Kopieren nachzuweisen ist für mich eine sehr aufreibende und enttäuschende Arbeit.;;;;;;;;;
15080;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15100;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15113;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15127;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15128;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15132;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15135;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15137;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15138;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15139;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15140;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
15142;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
