id;canceled;code;group;week;code_week;mon;tue;wed;thu;fri;sat;sun;sum2;sum;workingtimeweek1;Krankheit;corona;quarantäne;krank_;Ferien;urlaub;holidays_;elternzeit;workingtimeweek2;weekcope1;weekcope2;weekmakrostress;begin;end;duration;handover;version;MO2;DI3;MI4;DO5;FR6;SA7;SO8;;
5541;0;R5DW8TSP2W;TG-1;G1W1;R5DW8TSP2W_G1W1;02:00;01:00;00:15;03:00;02:30;02:00;00:00;10:45;10,75;0;krank;;;1;;;0;0;Ich war von Montag bis Freitag krankgeschrieben.;Glückstagebuch, Yoga;hilft, positive Erlebnisse anders wahrzunehmen, bringt Ruhe;Ich war die ganze Woche krankgeschrieben.;20.03.2022 22:29;20.03.2022 22:32;177;20.03.2022 22:32;41;02:00;01:00;00:15;03:00;02:30;02:00;00:00;;
45136;0;UFHQVQ1XMV;TG-3;G3W5;UFHQVQ1XMV_G3W5;03:00;00:00;00:00;02:40;02:40;03:00;00:00;11:20;11,33;0;;;;0;;;0;0;Zum ersten Mal kein Klassenlehrer-Funktion;Ruhe bewahren ;Mit Kollegialen reden ;Lernbereitschaft hat nach Corona-Zeit zugenommen ;25.09.2022 16:20;25.09.2022 16:24;221;25.09.2022 16:24;41;03:00;00:00;00:00;02:40;02:40;03:00;00:00;;
29406;0;9VYUBS6YQ6;TG-1;G1W3;9VYUBS6YQ6_G1W3;03:00;02:00;03:00;00:00;00:00;02:00;01:30;11:30;11,50;0;krank;;;1;;;0;0;Ich war krank geschrieben. Habe zu Hause etwas korrigiert und vorbereitet, Dinge sortiert und Oraganisatorisches erledigt. Trotzdem ich krank war;Ich habe mit Kollegen geredet bzw der Stv. Schulleiter hat mich beruhigt ;Der Austausch mit Kollegen hilft mir immer, da ich dadurch erfahre, wie Sie mit solchen Situationen umgehen;Ich war krank geschrieben. Insgesamt habe ich 2,5 Wochen gefehlt. Das ist das erste Mal in meinem Berufsleben als Lehrerin, dass ich so lange gefehlt habe. Ich habe als stressig empfunden (KA verschieben, Stoff kürzen etc;29.05.2022 14:38;29.05.2022 14:43;321;29.05.2022 14:43;41;03:00;02:00;03:00;00:00;00:00;02:00;01:30;;
40806;0;BNQQAUQXCY;TG-4;G4W4;BNQQAUQXCY_G4W4;01:50;02:25;05:00;02:00;00:20;00:00;00:00;11:35;11,58;0;;;;0;;;0;0;Kein Unterricht, keine Korrektur. Projekttage und i h habe kein eigenes Projekt, hab nur unterstützt ;;;;25.07.2022 11:42;25.07.2022 11:45;180;25.07.2022 11:45;41;01:50;02:25;05:00;02:00;00:20;00:00;00:00;;
42141;0;6DBGDA4TBF;TG-1;G1W5;6DBGDA4TBF_G1W5;02:00;01:20;01:00;01:30;02:00;01:00;03:00;11:50;11,83;0;;;;0;keine Arbeitszeit;;1;0;Sommerferien, keine Präsenztermine, kein Unterricht, größerer Arbeitsanfall erst in zweiter und letzter Ferienwoche;;;;07.08.2022 22:10;07.08.2022 22:13;160;07.08.2022 22:13;35;02:00;01:20;01:00;01:30;02:00;01:00;03:00;;
17830;0;6UKEB2GSQS;TG-1;G1W2;6UKEB2GSQS_G1W2;00:00;00:00;00:00;02:40;03:00;02:00;04:15;11:55;11,92;0;;;;0;keine Arbeitszeit;;1;0;Die Woche enthielt einen Feiertag und es waren Ferien, so dass ich an einem Tag etwas mit meinen Töchtern unternommen habe und Haushalt und Garten auf Vordermann gebracht habe. ;Im Garten arbeiten ;Ich habe Abstand zur Arbeit bekommen. ;Am Mittwoch habe ich einen schönen Ausflug mit meinen Töchtern gemacht ;24.04.2022 17:54;24.04.2022 18:02;500;24.04.2022 18:02;41;00:00;00:00;00:00;02:40;03:00;02:00;04:15;;
41718;0;TSK3GMGB5R;TG-5;G5W4;TSK3GMGB5R_G5W4;03:00;03:00;04:00;01:00;01:00;00:00;00:00;12:00;12,00;0;;;;0;;;0;0;"letzte (halbe) Schulwoche; fast alle Klassen im Praktikum/auf Klassenfahrt/schon weg (z.b. Abiturient:innen)";;;Endlich wieder mehr Zeit für Partnerschaft.;31.07.2022 01:06;31.07.2022 01:10;223;31.07.2022 01:10;41;03:00;03:00;04:00;01:00;01:00;00:00;00:00;;
27980;0;K3PNL2K6QD;TG-5;G5W2;K3PNL2K6QD_G5W2;00:00;00:00;00:00;05:00;06:00;00:00;01:00;12:00;12,00;0;;;;0;;;0;0;Wegen eines Trauerfalls in der Familie habe ich mich 3 Tage vom Unterricht befreien lassen ;Spaziergänge mit dem Hund ;Bewegung an der frischen Luft entspannt ;Montag: Termin beim Bestatter - Dienstag: Termin bei der Trauerrednerin und Freunden  -  Mittwoch: Erledigung weiterer organisatorischer Termine ;22.05.2022 20:20;22.05.2022 20:25;327;22.05.2022 20:25;41;00:00;00:00;00:00;05:00;06:00;00:00;01:00;;
8991;0;L1PS7WLD23;TG-2;G2W1;L1PS7WLD23_G2W1;04:30;00:00;04:45;00:00;03:00;00:00;00:00;12:15;12,25;2;;;;0;;;0;0;Eine neue Orientierungspraktikantin hat ihr OP begonnen, da musste viel besprochen werden, vor allem auch in den Pausen. Dann fielen noch coronabedingt Kollegen aus, so dass umgeplant werden musste und  ich auch Vertretung gemacht habe. ;zu Hause Arbeit liegen gelassen  (Haushalt);-;-;27.03.2022 08:01;27.03.2022 08:48;2826;27.03.2022 08:48;41;04:30;00:00;04:45;00:00;03:00;00:00;00:00;;
41719;0;KR3NRNREXF;TG-5;G5W4;KR3NRNREXF_G5W4;02:00;10:00;01:00;00:00;00:00;00:00;00:00;13:00;13,00;0;;;;0;;keine Arbeitszeit;1;0;ab Mittwoch bereits keinen aunterricht mehr. Donnerstag direkt in den Urlaub. ;Stück für Stück abgearbeitet ;am Ende war der Berg weg, auch wenn man kurzzeitig gerne den Kopf in den Sand stecken möchte. ;ab Donnerstag früh  Urlaubsreise;31.07.2022 02:40;31.07.2022 02:44;197;31.07.2022 02:44;41;02:00;10:00;01:00;00:00;00:00;00:00;00:00;;
32263;0;TN1CL3N8CB;TG-3;G3W3;TN1CL3N8CB_G3W3;00:00;03:00;04:00;05:00;01:00;00:00;00:00;13:00;13,00;0;;;;0;keine Arbeitszeit;;1;0;Ferien. Kein Unterricht, aber Korrekturen.;;;;13.06.2022 09:38;13.06.2022 09:40;94;13.06.2022 09:40;41;00:00;03:00;04:00;05:00;01:00;00:00;00:00;;
17909;0;9CPYEB8N6L;TG-1;G1W2;9CPYEB8N6L_G1W2;00:00;02:00;02:00;03:30;01:00;00:00;04:30;13:00;13,00;0;;;;0;keine Arbeitszeit;;1;0;Es waren Osterferien und Montag war ein Feiertag;In den Ferien Unterricht etc. vorbereiten ist nicht so stressig, da man nicht so großen Zeitdruck hat. Eine Klassenarbeit zu korrigieren ist allerdings immer stressig, selbst in den Ferien. Mein Ausgleich waren Ausflüge mit der Familie und Familienfest.;Hat vom Schulalltag abgelenkt, mal auf andere Gedanken kommen, mal ganz andere Erlebnisse;Familienzusammenkunft am Ostermontag.;24.04.2022 22:50;24.04.2022 22:56;340;24.04.2022 22:56;41;00:00;02:00;02:00;03:30;01:00;00:00;04:30;;
32819;0;BNQQAUQXCY;TG-4;G4W3;BNQQAUQXCY_G4W3;00:00;00:00;02:00;01:00;03:00;05:00;02:00;13:00;13,00;0;;;;0;;;0;0;Kein Unterricht halten, nur Korrektur und Vorbereitung ;;;Davor waren zehn Tage Urlaub. Ich war also sehr erholt ;20.06.2022 13:18;20.06.2022 13:20;134;20.06.2022 13:20;41;00:00;00:00;02:00;01:00;03:00;05:00;02:00;;
32260;0;LE93VMFZRK;TG-3;G3W3;LE93VMFZRK_G3W3;00:00;00:00;02:00;04:00;02:00;02:00;03:00;13:00;13,00;0;;;;0;keine Arbeitszeit;keine Arbeitszeit;1;0;Es war die erste Woche von 2 Wochen Pfingstferien und ich war im Urlaub. ;;;Urlaub;13.06.2022 09:16;13.06.2022 09:18;143;13.06.2022 09:18;41;00:00;00:00;02:00;04:00;02:00;02:00;03:00;;
17187;0;QGQXUSFHVG;TG-5;G5W1;QGQXUSFHVG_G5W1;05:00;05:00;00:00;03:00;00:00;00:00;00:00;13:00;13,00;0;;;;0;keine Arbeitszeit;;1;0;Montag, Dienstag und Mittwoch waren bewegliche Ferientage, ab Donnersrag Ferien;To-do-Listen angelegt und pririsiert;Weil ich Erledigtes dokumentiert habe;;17.04.2022 08:09;17.04.2022 09:56;6446;17.04.2022 09:56;41;05:00;05:00;00:00;03:00;00:00;00:00;00:00;;
32643;0;TW1CXEFBK5;TG-4;G4W3;TW1CXEFBK5_G4W3;03:30;00:00;01:15;00:00;04:15;03:05;01:00;13:05;13,08;0;;;;0;keine Arbeitszeit;;1;0;Ferienwoche ;Pausen machen, mich belohnen;hat den Kopf wieder frei gemacht ;;19.06.2022 13:09;19.06.2022 13:14;302;19.06.2022 13:14;41;03:30;00:00;01:15;00:00;04:15;03:05;01:00;;
18105;0;Z2LT7PC66R;TG-1;G1W2;Z2LT7PC66R_G1W2;00:00;00:00;03:45;04:45;04:45;00:00;00:00;13:15;13,25;0;;;;0;keine Arbeitszeit;;1;0;Feiertag am Montag, Osterferien, Kinder zu Hause ;;;;25.04.2022 14:16;25.04.2022 14:18;107;25.04.2022 14:18;41;00:00;00:00;03:45;04:45;04:45;00:00;00:00;;
32633;0;3DKD3Y897D;TG-4;G4W3;3DKD3Y897D_G4W3;03:00;03:00;03:00;00:00;02:00;00:00;03:00;14:00;14,00;0;;;;0;;;0;0;;;;;19.06.2022 10:42;19.06.2022 10:42;47;19.06.2022 10:42;41;03:00;03:00;03:00;00:00;02:00;00:00;03:00;;
42799;0;K5VTDRV5EY;TG-2;G2W5;K5VTDRV5EY_G2W5;02:00;07:00;00:00;00:00;05:00;00:00;00:00;14:00;14,00;0;;;;0;;;0;0;;;;;11.09.2022 10:08;11.09.2022 10:09;71;11.09.2022 10:09;41;02:00;07:00;00:00;00:00;05:00;00:00;00:00;;
40858;0;P7UTVGATQP;TG-4;G4W4;P7UTVGATQP_G4W4;00:00;01:00;02:00;02:00;07:00;02:00;00:00;14:00;14,00;0;krank;corona;;1;;;0;0;Krank: Corona ;Schlaf ;;;25.07.2022 15:00;25.07.2022 15:03;209;25.07.2022 15:03;41;00:00;01:00;02:00;02:00;07:00;02:00;00:00;;
32216;0;5GX399NHWB;TG-3;G3W3;5GX399NHWB_G3W3;02:00;02:00;02:00;02:00;02:00;02:00;02:00;14:00;14,00;0;;;;0;keine Arbeitszeit;;1;0;Unterrichtsfreie Zeit: erste Woche der Pfingstferien. Regulärer Unterricht hat nicht stattgefunden ;Ausflüge mit der Familie, Ablenkung durch Freizeitaktivitäten, gutes Essen und etwas Alkohol;mäßig hilfreich, da ich weniger für die Schule arbeiten wollte als ich es dann eigentlich getan habe;;12.06.2022 16:09;12.06.2022 16:15;398;12.06.2022 16:16;41;02:00;02:00;02:00;02:00;02:00;02:00;02:00;;
42811;0;HZ8B6Z6SCS;TG-2;G2W5;HZ8B6Z6SCS_G2W5;00:00;02:00;02:00;02:00;04:00;01:01;03:00;14:01;14,02;0;;;;0;;;0;0;Noch keinen Unterricht gehalten ;;;;11.09.2022 14:14;11.09.2022 14:17;163;11.09.2022 14:17;41;00:00;02:00;02:00;02:00;04:00;01:01;03:00;;
42155;0;62LMV1GBLT;TG-1;G1W5;62LMV1GBLT_G1W5;04:00;02:00;02:00;02:00;02:00;02:15;00:00;14:15;14,25;0;;;;0;keine Arbeitszeit;;1;0;Sommerferien;;;Ich hatte die Woche davor Corona, alles viel mir viel schwerer ;08.08.2022 10:18;08.08.2022 10:19;69;08.08.2022 10:19;41;04:00;02:00;02:00;02:00;02:00;02:15;00:00;;
41841;0;BABGP1WMM9;TG-5;G5W4;BABGP1WMM9_G5W4;00:50;04:05;03:55;00:00;00:00;03:40;02:00;14:30;14,50;0;krank;;;1;;;0;0;Ich war krank und musste einige Untersuchungen über mich ergehen lassen. Es kam hinzu, dass meine Mutter auch krank und pflegebedürftig war.;Mein Ehemann hat mich sehr unterstützt und ich habe die Aufgaben und Untersuchungen Schritt für Schritt erledigt, obwohl es mir psychisch und physisch sehr schlecht ging. Immer nur den nächsten Schritt zu sehen, das hilft mir sehr.;Das war sehr hilfreich.;Am Donnerstag hatte ich einen MRT-Termin. Zeitgleich wurde meine Mutter operiert.;31.07.2022 21:22;31.07.2022 21:29;439;31.07.2022 21:29;41;00:50;04:05;03:55;00:00;00:00;03:40;02:00;;
17246;0;YBD8H1259E;TG-5;G5W1;YBD8H1259E_G5W1;06:30;06:30;01:00;00:00;00:20;00:15;00:00;14:35;14,58;0;;;;0;keine Arbeitszeit;keine Arbeitszeit;1;0;Nur ein Unterrichtstag, ab Mittwoch Ferien, ab Donnerstag im Urlaub. ;Wenig Stress;;Nein, eigentlich nicht ;17.04.2022 21:59;17.04.2022 22:04;286;17.04.2022 22:04;41;06:30;06:30;01:00;00:00;00:20;00:15;00:00;;
42865;0;SDB66YP9D7;TG-2;G2W5;SDB66YP9D7_G2W5;01:10;00:00;01:30;04:55;03:25;03:10;00:35;14:45;14,75;0;;;;0;keine Arbeitszeit;;1;0;Sommerferien ;;;;11.09.2022 19:43;11.09.2022 19:45;137;11.09.2022 19:45;41;01:10;00:00;01:30;04:55;03:25;03:10;00:35;;
40765;0;EXZAF4HWMM;TG-4;G4W4;EXZAF4HWMM_G4W4;03:00;06:00;00:00;02:00;04:00;00:00;00:00;15:00;15,00;0;;;;0;;;0;0;Ende Schuljahr;;;;25.07.2022 08:00;25.07.2022 08:02;81;25.07.2022 08:02;41;03:00;06:00;00:00;02:00;04:00;00:00;00:00;;
34820;0;R9VM9UWD6W;TG-5;G5W3;R9VM9UWD6W_G5W3;00:00;00:00;06:00;05:00;04:00;00:00;00:00;15:00;15,00;0;;;;0;;;0;0;Kind krank, eine Klasse schon in den Prüfungen;;;Notfallambulanz mit Kind am Montag, das erste Mal ernsthafte Sorgen um mein Kind;26.06.2022 07:06;26.06.2022 07:10;217;26.06.2022 07:10;41;00:00;00:00;06:00;05:00;04:00;00:00;00:00;;
32244;0;G1PLRHPR8K;TG-3;G3W3;G1PLRHPR8K_G3W3;01:30;02:00;02:00;03:00;03:00;04:00;00:00;15:30;15,50;0;;;;0;keine Arbeitszeit;;1;0;Ferien ;;;;13.06.2022 04:24;13.06.2022 04:26;128;13.06.2022 04:26;41;01:30;02:00;02:00;03:00;03:00;04:00;00:00;;
46341;0;PYSUEBPHP5;TG-4;G4W5;PYSUEBPHP5_G4W5;05:00;00:00;07:39;00:00;03:00;00:00;00:00;15:39;15,65;2;;;;0;;;0;0;"Klassenorganisation, Konferenz, 
ÖPR- Sitzung ";;;;02.10.2022 15:09;02.10.2022 15:11;116;02.10.2022 15:11;41;05:00;00:00;07:39;00:00;03:00;00:00;00:00;;
39712;0;NNYQXQTFDD;TG-3;G3W4;NNYQXQTFDD_G3W4;05:00;06:00;01:00;00:00;04:00;00:00;00:00;16:00;16,00;0;;;;0;;;0;0;;;;;18.07.2022 08:03;18.07.2022 08:04;63;18.07.2022 09:52;41;05:00;06:00;01:00;00:00;04:00;00:00;00:00;;
45097;0;V5PW9X1DAB;TG-3;G3W5;V5PW9X1DAB_G3W5;07:00;00:00;04:00;00:00;01:00;02:00;02:00;16:00;16,00;0;krank;corona;1;1;;;0;0;ab Dienstag krank mit dem Corona Virus in Quarantäne gewesen.;;;Quarantäne mit dem Corona-Virus;25.09.2022 15:38;25.09.2022 15:40;125;25.09.2022 15:40;41;07:00;00:00;04:00;00:00;01:00;02:00;02:00;;
17818;0;U1LNSGNFT4;TG-1;G1W2;U1LNSGNFT4_G1W2;02:00;03:00;00:00;01:50;02:00;00:00;07:10;16:00;16,00;0;;;;0;keine Arbeitszeit;;1;0;Osterferien ;;;Samstag: Umzug meiner Schwester;24.04.2022 17:24;24.04.2022 17:29;302;24.04.2022 17:29;41;02:00;03:00;00:00;01:50;02:00;00:00;07:10;;
47684;0;WX1MQU6WHE;TG-5;G5W5;WX1MQU6WHE_G5W5;00:00;05:00;06:00;05:00;00:00;00:00;00:00;16:00;16,00;1;;;;0;;;0;0;;;;;09.10.2022 17:11;09.10.2022 17:12;104;09.10.2022 17:12;41;00:00;05:00;06:00;05:00;00:00;00:00;00:00;;
38456;0;XXTN812TKP;TG-2;G2W4;XXTN812TKP_G2W4;00:00;02:00;02:00;00:00;05:00;00:00;07:00;16:00;16,00;0;krank;corona;;1;;;0;0;Weil ich Corona habe, trotz Impfung heftige Symptome und eigentlich krank geschrieben bin;;;Wir sitzen seit über einer Woche alle in Quarantäne, das geht an die Substanz. Man kann nicht planen, weil man nicht weiß wann man negativ ist und in die Schule kann. Wie soll man so letzte KAs besprechen, Nachschreiber, Noten zurückmelden;10.07.2022 23:07;10.07.2022 23:13;395;10.07.2022 23:13;41;00:00;02:00;02:00;00:00;05:00;00:00;07:00;;
42844;0;HQA4ZLZWWA;TG-2;G2W5;HQA4ZLZWWA_G2W5;00:00;00:00;03:40;05:15;06:15;00:00;01:00;16:10;16,17;0;;;;0;keine Arbeitszeit;;1;0;Letzte Ferienwoche und noch private Termine  daher weniger Zeit für Arbeit genommen;Mit Kollegin gesprochen, viel geschlafen  Sport gemacht;Das sind ein Teil meiner bewährten Strategien ;;11.09.2022 17:33;11.09.2022 17:37;234;11.09.2022 17:37;41;00:00;00:00;03:40;05:15;06:15;00:00;01:00;;
41768;0;WX1MQU6WHE;TG-5;G5W4;WX1MQU6WHE_G5W4;03:45;05:15;03:15;02:00;02:00;00:00;00:00;16:15;16,25;0;;;;0;keine Arbeitszeit;;1;0;letzte drei Tage vor den Sommerferien ;Spazieren gehen, Probleme mit Kollegen besprochen, Pausen bewusst eingelegt ;ich würde wieder ruhiger und die Einschätzung des Problems hat sich geändert ;nein ;31.07.2022 14:57;31.07.2022 15:06;563;31.07.2022 15:06;41;03:45;05:15;03:15;02:00;02:00;00:00;00:00;;
42130;0;LYNEBGPW2C;TG-1;G1W5;LYNEBGPW2C_G1W5;02:00;02:00;03:00;02:00;03:00;02:00;02:24;16:24;16,40;0;;;;0;keine Arbeitszeit;keine Arbeitszeit;1;0;"Ferien, Zeit für Entspannung genutzt; Ferien, daher jeweils halber Tag Urlaub. im SJ 2022/2023 baue ich Überstunden in Höhe von 1/3 des Regeldeputats ab - entsprechend arbeite ich weniger ";;;;07.08.2022 21:27;07.08.2022 21:29;104;07.08.2022 21:29;41;02:00;02:00;03:00;02:00;03:00;02:00;02:24;;
17279;0;MYQHCRVQG8;TG-5;G5W1;MYQHCRVQG8_G5W1;07:00;05:15;02:00;02:30;00:00;00:00;00:00;16:45;16,75;0;;;;0;keine Arbeitszeit;;1;0;Osterferien;nichts - versucht Zeit zu optimieren;;Treffen mit Freunden und Familie  (Mi, Sa, So);18.04.2022 09:02;18.04.2022 09:12;571;18.04.2022 09:12;41;07:00;05:15;02:00;02:30;00:00;00:00;00:00;;
17900;0;W7ZU5CNMV4;TG-1;G1W2;W7ZU5CNMV4_G1W2;00:00;00:50;00:00;00:00;05:00;04:00;07:00;16:50;16,83;1;;;;0;;;0;0;;Samstag: KA bei der die SuS alles durcheinander geschrieben haben. Ich habe es durchgezogen, damit es am nächsten Tag vorbei ist.;Es ist automatisch ein gutes Gefühl, wenn eine Korrektur fertig ist.;Nix, außer dass ich heute morgen meinen Tee umgekippt habe.;24.04.2022 22:33;24.04.2022 22:41;461;24.04.2022 22:41;41;00:00;00:50;00:00;00:00;05:00;04:00;07:00;;
15032;0;3E6M4FMCTM;TG-4;G4W1;3E6M4FMCTM_G4W1;05:00;04:00;04:00;00:00;04:00;00:00;00:00;17:00;17,00;0;;;;0;;;0;0;;;;;10.04.2022 08:15;10.04.2022 08:16;60;10.04.2022 08:16;41;05:00;04:00;04:00;00:00;04:00;00:00;00:00;;
25236;0;UQBAXX7V1H;TG-4;G4W2;UQBAXX7V1H_G4W2;03:00;00:00;03:00;04:00;04:00;00:00;03:00;17:00;17,00;0;;;;0;;;0;0;viel Entfall, weil Schüler beim Praktikun oder in Prüfungen, bereits geschriebene Prüfungen fertig korrigiert, ;Kein Stress;;;16.05.2022 11:46;16.05.2022 11:48;124;16.05.2022 11:48;41;03:00;00:00;03:00;04:00;04:00;00:00;03:00;;
32165;0;VQ3K864LS8;TG-3;G3W3;VQ3K864LS8_G3W3;06:00;01:00;00:00;00:00;06:00;04:00;00:00;17:00;17,00;0;;;;0;keine Arbeitszeit;;1;0;Ferien;;;;12.06.2022 06:27;12.06.2022 06:28;76;12.06.2022 06:28;41;06:00;01:00;00:00;00:00;06:00;04:00;00:00;;
12686;0;1YND2XM42R;TG-3;G3W1;1YND2XM42R_G3W1;08:30;08:30;00:00;00:00;00:00;00:00;00:10;17:10;17,17;0;krank;corona;;1;;;0;0;Corona infektion am mittwoch und krank gesfhrieben für den rwst der woche ;Ablenkung, sport, spazieren, etwas mir der freuenij gwmacht;Wichrig ;;03.04.2022 22:53;03.04.2022 22:55;139;03.04.2022 22:55;41;08:30;08:30;00:00;00:00;00:00;00:00;00:10;;
18115;0;CND152PXDT;TG-1;G1W2;CND152PXDT_G1W2;00:00;08:30;07:00;01:30;00:00;00:30;00:00;17:30;17,50;0;krank;corona;;1;keine Arbeitszeit;;1;0;Ferienwoche - hauptsächlich Vorbereitung und Organisation der anschließenden Unterrichtsphase, keine Korrektur (bereits zuvor erledigt), Krankmeldung durch positive Corona-Testung am letzten Ferientag;Zeit mit der Partnerin, Lesen, Joggen, Fitnesstudio;Abbau und Regeneration durch andere Gedanken und sportliche Betätigung;positive Corona-Testung am letzten Werktag, dadurch anschließend Krankmeldung;25.04.2022 14:22;25.04.2022 14:26;266;25.04.2022 14:26;41;00:00;08:30;07:00;01:30;00:00;00:30;00:00;;
31775;0;FD4NHHEL4Y;TG-2;G2W3;FD4NHHEL4Y_G2W3;06:00;00:00;04:30;03:30;03:30;00:00;00:00;17:30;17,50;1;;;;0;;;0;0;;3x mit dem Fahrrad zur Schule gefahren, Vorfreude auf Urlaub;Fahrt durch den Park entspannt, Ausblick auf Urlaub war der größte Antrieb;;05.06.2022 20:52;05.06.2022 21:00;481;05.06.2022 21:00;41;06:00;00:00;04:30;03:30;03:30;00:00;00:00;;
32032;0;M8FCGL2RVG;TG-2;G2W3;M8FCGL2RVG_G2W3;05:00;05:00;04:00;03:50;00:00;00:00;00:00;17:50;17,83;0;;;;0;keine Arbeitszeit;;1;0;"Meine BKII Klasse (13 Unterrichtsstunden!) war nach der Prüfung nicht anwesend. Mein Geburtstag am Samstag und Ferienbeginn, deshalb keine Arbeit am Wochenende und keine Arbeit an meinem freien Freitag!; Belastung war weit unter normalen Durchschnitt. Grund: Meine BKII-Klasse (13 Stunden) war nach Prüfung diese Woche nicht da. Am Samstag hatte ich Geburtstag und Pfingstferien haben begonnen. Deshalb habe ich am Wochenende gar nichts gemacht.";"Spaziergänge im Exotenwald beruhigen und entspannen ; Ich versuche ruhig zu bleiben, was mir nicht immer gelingt. Zum Ausgleich versuche ich möglichst alle zwei Tage im Exotenwald Spaziergänge zu unternehmen. Die Bäume und die gute Luft tun mir gut.";"Bewegung im Wald hilft den Blutdruck zu senken und Stress abzubauen; Die Umgebung im Wald, also das Grün, die Ruhe und die Luft helfen abzuschalten und tragen zum Erholen bei.";"BKII Prüfung meiner Klasse in meinem Fach gut ausgefallen. Ich habe mich gefreut! 
Freitag mein freier Tag, Samstag mein Geburtstag mit Feier im Familienkreis, Ferienbeginn. Habe mir frei genommen, bin glücklich; 

Meine Klasse hat eine gute BWL-Prüfung abgelegt (Freude). Hatte am Freitag Hochzeitstag, am Samstag Geburtstag (Feier mit der Familie). Pfingstferien haben begonnen. Mein Sohn kam (Freitag) und geht mit uns in Urlaub. Mir geht es sehr gut!";05.06.2022 19:04;09.06.2022 19:54;348639;09.06.2022 19:54;41;05:00;05:00;04:00;03:50;00:00;00:00;00:00;;
15099;0;4KWHSX8T8H;TG-4;G4W1;4KWHSX8T8H_G4W1;06:00;01:00;01:00;08:00;01:00;01:00;00:00;18:00;18,00;0;;;;0;;;0;0;Keine Klassenarbeit geschrieben, wenig Vorbereitungszeit;Gespräche mit Kollegen und Ehepartner, Sport;Sehr hilfreich. ;Nein. ;10.04.2022 16:04;10.04.2022 16:09;322;10.04.2022 16:09;41;06:00;01:00;01:00;08:00;01:00;01:00;00:00;;
38319;0;M8FCGL2RVG;TG-2;G2W4;M8FCGL2RVG_G2W4;04:00;04:00;04:00;03:00;02:00;01:00;00:00;18:00;18,00;0;;;;0;;;0;0;Hatte nur ein Bruchteil meines Unterrichts, da eine Abschlussklasse nicht mehr da ist und die andere Klasse im Praktikum ist. So sind viele Unterrichtsstunden ausgefallen. Stattdessen waren andere Aufgaben sowie Konferenzen zu erledigen.;Stress versuche ich mit Spaziergängen im Wald abzubauen. Manchmal nehme ich auch Neurexan, damit mein Blutdruck sinkt und ich mich nicht so gestresst fühle.;Sowohl die Bewegung an der Luft und im Wald hilft mir abzuschalten. Neurexan verringert die Anspannung.;Durch den erhöhten Unterrichtsausfall und die damit verbundene verringerte Vorbereitungszeit war diese Woche außerordentlich entspannend. Der größte Stress lag in der Woche davor mit Konferenzen mündlicher Prüfung und Abschlussfeier. ;10.07.2022 20:47;10.07.2022 21:04;1033;10.07.2022 21:04;41;04:00;04:00;04:00;03:00;02:00;01:00;00:00;;
17475;0;2PVFLYCCVR;TG-5;G5W1;2PVFLYCCVR_G5W1;04:00;08:00;05:00;01:00;00:00;00:00;00:00;18:00;18,00;0;;;;0;keine Arbeitszeit;;1;0;Feiertage und Osterferien. Dadurch mehr Kinderbetreuung und weniger Zeit zum Arbeiten.;;;;18.04.2022 08:00;20.04.2022 20:06;216363;20.04.2022 20:06;41;04:00;08:00;05:00;01:00;00:00;00:00;00:00;;
17244;0;G4YQ45CQFY;TG-5;G5W1;G4YQ45CQFY_G5W1;09:00;09:00;00:00;00:00;00:00;00:00;00:00;18:00;18,00;0;;;;0;keine Arbeitszeit;keine Arbeitszeit;1;0;Beginn der Osterferien, Start in Kurzurlaub, Korrekturen und Vorbereitungen erst in 2. Ferienwoche ;;;;17.04.2022 21:53;17.04.2022 21:55;123;17.04.2022 21:55;41;09:00;09:00;00:00;00:00;00:00;00:00;00:00;;
42809;0;4NL31RQU1R;TG-2;G2W5;4NL31RQU1R_G2W5;02:00;01:00;02:00;04:00;05:00;02:00;02:00;18:00;18,00;0;;;;0;keine Arbeitszeit;;1;0;Ferien ;Computerspiel gespielt, Sport;hätte mehr Zeit dafür aufwenden sollen ;;11.09.2022 13:28;11.09.2022 13:30;123;11.09.2022 13:30;41;02:00;01:00;02:00;04:00;05:00;02:00;02:00;;
48028;0;KR3NRNREXF;TG-5;G5W5;KR3NRNREXF_G5W5;00:00;01:15;01:00;09:00;07:00;00:00;00:00;18:15;18,25;0;krank;;;1;;;0;0;"Krankmeldung Mo-Mi, Fr Nachmittag - Samstag

andernfalls wäre Samstagsunterricht angestanden";etwas zurückgenommen ;mich mehr rauszunehmen wäre hilfreich gewesen, aber mein Verantwortungsbewusstsein gegenüber KuKs, SuS und meinem Referendar verhindern ein komplettes rausnehmen.  ;Ja, ich bin das 3. Mal Schwanger nach 2 bereits gescheiterten Schwangerschaften, daher wird es auf ein Beschäftigungsverbot rauslaufen. ;10.10.2022 22:23;10.10.2022 22:31;471;10.10.2022 22:31;41;00:00;01:15;01:00;09:00;07:00;00:00;00:00;;
