"id","code","sex","age","jobscope","gvUser","act_no","activity","other","stress","coping","pc_learn","learn_descr","other_descr","begin_date","begin_time","end_date","end_time","Begin","End","Duration","Handover","n_entry","sickness","cat_1","cat_2","cat_2_en","cat_1_en","n_id"
32051,"LE93VMFZRK",0,33,100,"",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",0,0,7,"in eine neues thema einlesen","","08.06.2022","20:00","08.06.2022","22:30","10.06.2022 10:29","10.06.2022 10:34",244,"10.06.2022 10:39",62,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
32052,"LE93VMFZRK",0,33,100,"",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",0,0,7,"in ein neues thema eingelesen","","09.06.2022","14:00","09.06.2022","18:30","10.06.2022 10:35","10.06.2022 10:36",65,"10.06.2022 10:39",63,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
32068,"AQDG3LHGBE",0,52,100,"Teilnahme-Gruppe-3",1,"Unterricht: Eigenen Unterricht halten","",1,2,3,"vormachen und gemeinsam llsen ist wichtig","","10.06.2022","08:00","10.06.2022","11:15","10.06.2022 16:28","10.06.2022 16:29",81,"10.06.2022 16:29",27,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
32070,"AQDG3LHGBE",0,52,100,"Teilnahme-Gruppe-3",6,"Interaktion mit Kollegen:innen","",1,4,4,"ideen und gemeinsames doing beflügelt","","10.06.2022","12:10","10.06.2022","14:15","10.06.2022 16:31","10.06.2022 16:33",92,"10.06.2022 16:33",29,NA,"gemeinsame planung und problemlösung","performanz","performance","joint planning and problem solving",1
32071,"AQDG3LHGBE",0,52,100,"Teilnahme-Gruppe-3",21,"Zusatzfunktionen","",0,0,5,"voneinander und miteinander gelernt","","10.06.2022","16:00","10.06.2022","17:00","10.06.2022 16:33","10.06.2022 16:35",125,"10.06.2022 16:35",30,NA,"positive einstellung zur teamarbeit","kompetenz","competence","positive attitude towards teamwork",1
32081,"D4XWEAU6W2",0,58,100,"",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",3,3,1,"gute ideen für den unterricht","","10.06.2022","09:00","10.06.2022","14:25","10.06.2022 18:15","10.06.2022 18:47",1938,"10.06.2022 18:47",34,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
32110,"KYBU7M19DN",1,59,100,"Teilnahme-Gruppe-3",13,"Fortbildung: non-Formal","",0,0,5,"neue fachliche erkenntnisse","","10.06.2022","18:00","10.06.2022","18:30","10.06.2022 21:31","10.06.2022 21:32",94,"10.06.2022 21:32",110,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
38150,"ZA465R3ETV",0,58,61.48,"",19,"Prüfungsbezogene Tätigkeiten","",0,0,2,"ablauf praktische prüfungen bei den fachpraktikern","","06.07.2022","11:30","06.07.2022","12:30","10.07.2022 11:14","10.07.2022 11:16",151,"10.07.2022 11:29",18,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
40800,"HZ8B6Z6SCS",0,56,100,"",6,"Interaktion mit Kollegen:innen","",1,2,1,"eine nacht über ein problem schlafen bevor man reagiert","Deputatsplanung","25.07.2022","07:40","25.07.2022","08:00","10.07.2022 16:33","25.07.2022 11:01",1276070,"25.07.2022 11:01",44,NA,"gewissenhaftes, sorgfältiges arbeiten","kompetenz","competence","conscientious, careful work",1
38321,"VV7LD859HP",0,60,72,"Teilnahme-Gruppe-2",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",0,0,1,"wissen aktualisiert","","10.07.2022","20:15","10.07.2022","21:27","10.07.2022 21:27","10.07.2022 21:28",85,"10.07.2022 21:28",57,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
38410,"L59RQMYZY8",0,38,100,"Teilnahme-Gruppe-2",12,"Fortbildung: formal","Seminar",0,0,7,"unterrichtsmethoden kennengelernt","","05.07.2022","14:00","05.07.2022","17:15","10.07.2022 22:38","10.07.2022 22:40",105,"10.07.2022 22:40",24,NA,"lernen neuer arbeitsmethoden","kompetenz","competence","learning new working methods",1
38423,"L59RQMYZY8",0,38,100,"Teilnahme-Gruppe-2",6,"Interaktion mit Kollegen:innen","",0,0,4,"infos zur schule","","06.07.2022","11:15","06.07.2022","13:00","10.07.2022 22:46","10.07.2022 22:47",100,"10.07.2022 22:47",29,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
42732,"5MSZCYPLGB",0,48,100,"",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",0,0,1,"neue studien","Da ich den Unterricht schon oft gehalten habe, geht die Vorbereitung relativ schnell ","10.09.2022","11:00","10.09.2022","15:30","10.09.2022 16:45","10.09.2022 16:47",83,"10.09.2022 16:47",129,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
47759,"33924QDXHB",0,35,100,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",4,1,1,"gute vorbereitung und organisation ist alles","viel zu weng Zeit, kurzfristige Änderungen","07.10.2022","11:30","07.10.2022","11:50","10.10.2022 00:42","10.10.2022 00:44",74,"10.10.2022 00:44",37,NA,"bewusstsein der bedeutung von gewissenhaftem, sorgfältigen arbeiten","kompetenz","competence","awareness of the importance of conscientious, careful work",1
47772,"TKVPS8PUTD",0,32,100,"",2,"Unterricht: Vertretung halten","",2,1,1,"fachfremd unterricht zu halten","","10.10.2022","07:55","10.10.2022","09:30","10.10.2022 07:24","10.10.2022 07:25",66,"10.10.2022 07:25",31,NA,"sonstiges","sonstiges","other","other",1
47862,"WYL358N27Z",0,56,100,"Teilnahme-Gruppe-2",13,"Fortbildung: non-Formal","",2,5,2,"kollegiale planung durchzuführen","","10.10.2022","09:40","10.10.2022","11:15","10.10.2022 15:49","10.10.2022 15:51",146,"10.10.2022 15:51",66,NA,"gemeinsame planung und problemlösung","performanz","performance","joint planning and problem solving",1
47874,"WYL358N27Z",0,56,100,"Teilnahme-Gruppe-2",10,"Pause","",2,5,1,"dass ich sehr viele verschiedene tätigkeiten am tag durchführen muss","","10.10.2022","15:30","10.10.2022","16:05","10.10.2022 16:01","10.10.2022 16:02",74,"10.10.2022 16:02",75,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
47955,"52VTUB88X5",0,34,100,"Teilnahme-Gruppe-2",4,"Tätigkeiten als Klassenlehrer:in außerhalb der Unterrichtszeit","",1,0,2,"bücherlisten in zukunft besser führen","","10.10.2022","12:00","10.10.2022","12:20","10.10.2022 19:16","10.10.2022 19:17",55,"10.10.2022 19:17",57,NA,"bewusstsein der bedeutung von gewissenhaftem, sorgfältigen arbeiten","kompetenz","competence","awareness of the importance of conscientious, careful work",1
47982,"4NL31RQU1R",1,40,100,"Teilnahme-Gruppe-2",12,"Fortbildung: formal","",4,2,6,"neue themen und inputs","","10.10.2022","08:00","10.10.2022","13:00","10.10.2022 20:09","10.10.2022 20:10",69,"10.10.2022 20:10",34,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
48021,"L1PS7WLD23",0,52,52,"Teilnahme-Gruppe-2",1,"Unterricht: Eigenen Unterricht halten","",1,4,5,"mit neuer technik vertraut gemacht","Unterricht ohne Tafel ist eine Herausforderung ","10.10.2022","07:30","10.10.2022","09:00","10.10.2022 21:53","10.10.2022 21:56",157,"10.10.2022 21:56",30,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15199,"1TCFP7XQS6",0,60,100,"",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",3,5,7,"aufgabenstellung in klausur verbessern","Korrektur hat länger gedauert als geplant. Mich stresst der Gedanke, dass ich zu wenig schlafen werde","11.04.2022","00:00","11.04.2022","00:45","11.04.2022 00:12","11.04.2022 00:16",236,"11.04.2022 00:16",26,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15250,"HUQ9ME2FWQ",0,33,84,"Teilnahme-Gruppe-5",6,"Interaktion mit Kollegen:innen","",0,0,7,"gespräche mit schülern planen und nie nur unter vier augen. unterstützung durch kolleginnen","","11.04.2022","07:15","11.04.2022","07:30","11.04.2022 01:09","11.04.2022 09:34",30320,"11.04.2022 09:34",1,NA,"gegenseitige unterstützung","performanz","performance","mutual support",1
15584,"8MYLMCRC15",0,58,100,"Teilnahme-Gruppe-5",29,"Sonstige Tätigkeit: FBU Abrechnung, Protokolle, Dienstbesprechung","FBU Abrechnung, Protokolle, Dienstbesprechung ",5,3,4,"neue impulse","sehr dicht gedrängt, da Abschluss vor Ferien notwendig ","11.04.2022","06:35","11.04.2022","17:27","11.04.2022 05:38","11.04.2022 17:29",42694,"11.04.2022 17:29",18,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15300,"TSK3GMGB5R",1,37,50,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",0,0,2,"schüler:innen werden nicht gerne unterbrochen","","11.04.2022","08:00","11.04.2022","09:30","11.04.2022 06:31","11.04.2022 11:00",16167,"11.04.2022 11:00",2,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15278,"YYUAY412BZ",0,50,98,"",21,"Zusatzfunktionen","",2,1,7,"neue naturwissenschaftliche erkenntnisse und methoden","Gründe für Stress: Termindruck, mentale Blockade durch zu intensive Beschäftigung mit den Inhalten
Umgang: Reboot durch Wechsel zu einer anderen Tätigkeit, die weniger Konzentration erfordert","11.04.2022","07:59","11.04.2022","09:57","11.04.2022 07:27","11.04.2022 10:01",9213,"11.04.2022 10:01",33,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15294,"QGQXUSFHVG",0,52,80,"Teilnahme-Gruppe-5",8,"Organisation der eigenen Arbeitsumgebung","",3,3,4,"ka-korrektur fragen besser formulieren","","11.04.2022","09:07","11.04.2022","10:40","11.04.2022 07:59","11.04.2022 10:49",10178,"11.04.2022 10:49",44,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15245,"9M6XS2BDNU",1,61,100,"Teilnahme-Gruppe-5",6,"Interaktion mit Kollegen:innen","",0,0,1,"organisation und kommunikation effektiv gestalten","","11.04.2022","08:11","11.04.2022","08:22","11.04.2022 08:08","11.04.2022 09:23",4513,"11.04.2022 09:23",19,NA,"festigung von kernkompetenzen","kompetenz","competence","consolidation of core competencies",1
15850,"33924QDXHB",0,35,100,"",13,"Fortbildung: non-Formal","",2,6,6,"informationen gewonnen","","11.04.2022","08:15","11.04.2022","08:30","11.04.2022 08:08","11.04.2022 22:38",52177,"11.04.2022 22:38",46,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15296,"9M6XS2BDNU",1,61,100,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",2,7,2,"informationen erhalten. teilweise routinetätigkeit.","","11.04.2022","09:05","11.04.2022","10:30","11.04.2022 09:23","11.04.2022 10:53",5387,"11.04.2022 10:53",20,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15255,"HUQ9ME2FWQ",0,33,84,"Teilnahme-Gruppe-5",5,"Interaktion mit Lernenden außerhalb der Unterrichtszeit","",5,6,4,"aufgaben abgeben, die ich nicht leisten kann","Schüleran Schulsozialarbeiterinüberwiesen","11.04.2022","09:20","11.04.2022","09:30","11.04.2022 09:38","11.04.2022 09:39",66,"11.04.2022 09:39",4,NA,"fähigkeit zur selbstreflexion","kompetenz","competence","ability to self-reflect",1
15259,"BABGP1WMM9",0,49,100,"Teilnahme-Gruppe-5",5,"Interaktion mit Lernenden außerhalb der Unterrichtszeit","",4,6,1,"ausfälle von schülervorträgen besser einplanen.","","11.04.2022","08:15","11.04.2022","09:46","11.04.2022 09:41","11.04.2022 09:49",443,"11.04.2022 09:50",80,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15277,"BABGP1WMM9",0,49,100,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",3,7,2,"textbausteine für rückmeldungen wären gut.","","11.04.2022","09:27","11.04.2022","09:55","11.04.2022 09:54","11.04.2022 09:56",171,"11.04.2022 10:01",83,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15281,"YYUAY412BZ",0,50,98,"",21,"Zusatzfunktionen","",2,4,7,"neue wissenschaftliche inhalte und methoden","Gründe für Stress: Termindruck, mentale Blockade bei zu intensiver Beschäftigung mit den Inhalten
Umgang: Reboot durch Wechsel zu einer anderen Tätigkeit, die weniger Konzentration erfordert","11.04.2022","07:40","11.04.2022","09:55","11.04.2022 10:01","11.04.2022 10:07",346,"11.04.2022 10:07",34,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",2
15281,"YYUAY412BZ",0,50,98,"",21,"Zusatzfunktionen","",2,4,7,"neue wissenschaftliche inhalte und methoden","Gründe für Stress: Termindruck, mentale Blockade bei zu intensiver Beschäftigung mit den Inhalten
Umgang: Reboot durch Wechsel zu einer anderen Tätigkeit, die weniger Konzentration erfordert","11.04.2022","07:40","11.04.2022","09:55","11.04.2022 10:01","11.04.2022 10:07",346,"11.04.2022 10:07",34,NA,"lernen neuer arbeitsmethoden","kompetenz","competence","learning new working methods",2
15316,"BABGP1WMM9",0,49,100,"Teilnahme-Gruppe-5",5,"Interaktion mit Lernenden außerhalb der Unterrichtszeit","",4,6,1,"ausfall von schülerpräsentationen einplanen.","","11.04.2022","08:15","11.04.2022","08:30","11.04.2022 10:58","11.04.2022 11:01",196,"11.04.2022 11:18",88,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15306,"R812SC8871",0,36,80,"Teilnahme-Gruppe-5",21,"Zusatzfunktionen","",2,4,3,"erfahrung in der beratung von sus gesammelt,","","11.04.2022","13:02","11.04.2022","13:30","11.04.2022 11:03","11.04.2022 11:05",103,"11.04.2022 11:05",4,NA,"festigung von kernkompetenzen","kompetenz","competence","consolidation of core competencies",1
15348,"9M6XS2BDNU",1,61,100,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",1,7,2,"serienbriefe erstellen mit neuem oficeprogram.","","11.04.2022","11:00","11.04.2022","12:15","11.04.2022 11:04","11.04.2022 12:16",4366,"11.04.2022 12:17",22,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15319,"BABGP1WMM9",0,49,100,"Teilnahme-Gruppe-5",5,"Interaktion mit Lernenden außerhalb der Unterrichtszeit","",2,7,2,"schüler haben interesse an zusätzlichem unterricht kurz vor den prüfungen.","","11.04.2022","09:27","11.04.2022","09:30","11.04.2022 11:05","11.04.2022 11:07",144,"11.04.2022 11:18",91,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15330,"GHG2DSYSD7",0,48,100,"",5,"Interaktion mit Lernenden außerhalb der Unterrichtszeit","",0,0,7,"probleme der abiturienten besser nachvollziehen können","","11.04.2022","11:20","11.04.2022","11:35","11.04.2022 11:29","11.04.2022 11:32",145,"11.04.2022 11:34",28,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15791,"5HZWN2HXB1",0,31,100,"",1,"Unterricht: Eigenen Unterricht halten","",1,7,1,"dass methoden immer an die sus angepasst sein müssen und sie manchmal super funktionieren und manchmal weniger","","11.04.2022","09:45","11.04.2022","11:20","11.04.2022 12:11","11.04.2022 18:05",21226,"11.04.2022 21:07",28,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15607,"BABGP1WMM9",0,49,100,"Teilnahme-Gruppe-5",6,"Interaktion mit Kollegen:innen","",4,6,2,"wir sollten in der schule mehr imteam arbeiten und informationen auf der digitalen lernplattform gemeinsam zur verfügung stellen.","In der Interaktion ging es um die digitale Lernplattform. Wie gesagt, diese Zeit fehlt bei der Unterrichtsvorbereitung und für Pausen.","11.04.2022","12:05","11.04.2022","12:10","11.04.2022 12:12","11.04.2022 12:15",206,"11.04.2022 17:50",96,NA,"positive einstellung zur teamarbeit","kompetenz","competence","positive attitude towards teamwork",1
15380,"Q6ZB96F44B",0,56,80,"Teilnahme-Gruppe-5",7,"Interaktion mit Externen","",4,4,5,"neue informationen zu terminen.","","11.04.2022","08:00","11.04.2022","13:01","11.04.2022 13:00","11.04.2022 13:03",200,"11.04.2022 13:08",20,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15386,"D7TEWP4CDE",1,54,64,"Teilnahme-Gruppe-5",11,"Wiederkehrende Dienstwege","",2,2,3,"kommunikationskompetenz","Ich habe mir für das SuS Gespräch Zeit nehmen können. ","11.04.2022","06:55","11.04.2022","10:00","11.04.2022 13:07","11.04.2022 13:11",277,"11.04.2022 13:11",5,NA,"festigung von kernkompetenzen","kompetenz","competence","consolidation of core competencies",1
15385,"Q6ZB96F44B",0,56,80,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",3,5,5,"ich habe mich inhaltlich mit dem thema auseinander gesetzt.","","11.04.2022","09:00","11.04.2022","13:08","11.04.2022 13:08","11.04.2022 13:10",109,"11.04.2022 13:10",22,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15387,"Q6ZB96F44B",0,56,80,"Teilnahme-Gruppe-5",19,"Prüfungsbezogene Tätigkeiten","",3,6,6,"neue anregungen durch andere prüferinnen.","","11.04.2022","13:00","11.04.2022","13:12","11.04.2022 13:10","11.04.2022 13:13",159,"11.04.2022 13:13",23,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",2
15387,"Q6ZB96F44B",0,56,80,"Teilnahme-Gruppe-5",19,"Prüfungsbezogene Tätigkeiten","",3,6,6,"neue anregungen durch andere prüferinnen.","","11.04.2022","13:00","11.04.2022","13:12","11.04.2022 13:10","11.04.2022 13:13",159,"11.04.2022 13:13",23,NA,"positive einstellung zur teamarbeit","kompetenz","competence","positive attitude towards teamwork",2
15390,"WX1MQU6WHE",0,48,46,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",5,3,4,"wissen im stoff erweitert bzw aufgefrischt","Die Vorbereitungszeit für eine Doppelstunde ist mit 2,5 Zeitstunden einfach zu lang ","11.04.2022","10:15","11.04.2022","12:42","11.04.2022 13:14","11.04.2022 13:16",135,"11.04.2022 13:16",28,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15611,"BABGP1WMM9",0,49,100,"Teilnahme-Gruppe-5",6,"Interaktion mit Kollegen:innen","",4,6,2,"teamarbeit bei der digitalisierubg könnte die arbeitsbelasrung reduzieren.","Gründe für Stress: Digitalisierung (Lernplattform betreuen), fehlende Teamarbeit wegen Konflikten im Team","11.04.2022","12:55","11.04.2022","13:00","11.04.2022 13:19","11.04.2022 13:22",182,"11.04.2022 17:50",100,NA,"positive einstellung zur teamarbeit","kompetenz","competence","positive attitude towards teamwork",1
15423,"YZZ1DHQVE1",1,45,100,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",2,7,2,"streß des vormittages bremst leistung","","11.04.2022","13:15","11.04.2022","13:45","11.04.2022 13:44","11.04.2022 13:46",66,"11.04.2022 13:46",7,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15500,"EQXAQXX48W",0,45,100,"Teilnahme-Gruppe-5",25,"Gremien- und Teamleitung intern","",0,0,2,"rechtslagen","","11.04.2022","13:30","11.04.2022","13:55","11.04.2022 13:49","11.04.2022 13:52",211,"11.04.2022 15:37",40,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15446,"H9268QCV69",0,37,100,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",2,6,3,"lebenswelt der sus","","11.04.2022","07:25","11.04.2022","14:19","11.04.2022 14:19","11.04.2022 14:20",73,"11.04.2022 14:20",12,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15448,"5AHMVCUR6B",1,62,100,"Teilnahme-Gruppe-5",8,"Organisation der eigenen Arbeitsumgebung","",3,4,1,"eins nach dem anderen erledigen","","11.04.2022","08:05","11.04.2022","12:00","11.04.2022 14:27","11.04.2022 14:31",198,"11.04.2022 14:31",2,NA,"gewissenhaftes, sorgfältiges arbeiten","kompetenz","competence","conscientious, careful work",1
15471,"H9268QCV69",0,37,100,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",0,0,2,"einblicke in persönliche fragen von sus","","11.04.2022","10:54","11.04.2022","12:25","11.04.2022 15:06","11.04.2022 15:08",90,"11.04.2022 15:08",16,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
16290,"R812SC8871",0,36,80,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",3,3,3,"bessere vorbereitung weniger stress","","12.04.2022","11:20","12.04.2022","13:00","11.04.2022 15:58","12.04.2022 17:32",92037,"12.04.2022 17:32",9,NA,"gewissenhaftes, sorgfältiges arbeiten","kompetenz","competence","conscientious, careful work",1
15517,"NZL9RBGLRZ",0,39,54,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",2,6,4,"kreative schreibaufgabe motivierend vermitteln","Zunächst unruhige Klasse zum Arbeiten motivieren","11.04.2022","08:30","11.04.2022","11:05","11.04.2022 16:13","11.04.2022 16:16",199,"11.04.2022 16:16",1,NA,"festigung von kernkompetenzen","kompetenz","competence","consolidation of core competencies",1
15523,"53PCMRHUQB",1,35,100,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",5,3,1,"gesprächsführung","Heterogene und unmotivierte Klassen","11.04.2022","07:50","11.04.2022","12:50","11.04.2022 16:30","11.04.2022 16:34",258,"11.04.2022 16:34",17,NA,"festigung von kernkompetenzen","kompetenz","competence","consolidation of core competencies",1
15547,"KN6T4YP9SB",0,31,87.5,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",2,4,2,"tempo im unterricht erhöhen","","11.04.2022","09:40","11.04.2022","11:10","11.04.2022 17:09","11.04.2022 17:10",91,"11.04.2022 17:10",68,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15548,"KN6T4YP9SB",0,31,87.5,"Teilnahme-Gruppe-5",2,"Unterricht: Vertretung halten","",5,3,2,"mehr tempo im unterricht","","11.04.2022","09:40","11.04.2022","11:10","11.04.2022 17:10","11.04.2022 17:11",52,"11.04.2022 17:11",69,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15553,"KN6T4YP9SB",0,31,87.5,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",2,5,3,"sus frühe nach hilfebedürfnis fragen","","11.04.2022","11:20","11.04.2022","12:50","11.04.2022 17:14","11.04.2022 17:15",71,"11.04.2022 17:15",72,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15569,"HUQ9ME2FWQ",0,33,84,"Teilnahme-Gruppe-5",26,"Schülerangelegenheiten","",2,6,2,"gespräche mit eltern führen, kann auch angenehm sein, gut vorbereitet mithilfe der schulsozialarbeiterin","Gespräch mit Eltern, da es Sohn nicht gut geht, er schwänzte. Gemeinsames Engagement, damit es ihm besser geht und er wieder mehr Motivation für die Schule findet. Mit Eltern zusammenarbeiten ist seltener als gegen sie zu arbeiten - leider!","11.04.2022","15:00","11.04.2022","15:45","11.04.2022 17:20","11.04.2022 17:22",140,"11.04.2022 17:22",11,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15571,"KN6T4YP9SB",0,31,87.5,"Teilnahme-Gruppe-5",5,"Interaktion mit Lernenden außerhalb der Unterrichtszeit","",3,5,3,"genauer begründen","","11.04.2022","13:45","11.04.2022","15:45","11.04.2022 17:21","11.04.2022 17:22",93,"11.04.2022 17:22",76,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15889,"Q6ZB96F44B",0,56,80,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",2,5,3,"klare ansagen sind wichtig.","Gute Beziehung zu SuS, aber dennoch klare Aussagen.","12.04.2022","08:00","12.04.2022","08:45","11.04.2022 17:39","12.04.2022 07:57",51507,"12.04.2022 07:57",28,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15599,"MYQHCRVQG8",0,55,75,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",2,6,2,"neue anregungen","","11.04.2022","11:00","11.04.2022","11:25","11.04.2022 17:44","11.04.2022 17:46",77,"11.04.2022 17:46",7,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
15635,"EL7H9D4GB6",1,41,100,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",1,6,1,"schülerinnen benötigen noch mehr zeit bei der ausführung der gestellten aufgaben","Gründe für Stress: sehr viele Tätigkeiten gleichzeitig. Kommunikationsprüfungen in meiner Abteilung verantworten, kurzfristige Veränderungen berücksichtigen, Zusätzliche Anfragen von Schülern bearbeiten","11.04.2022","07:50","11.04.2022","18:01","11.04.2022 18:00","11.04.2022 18:05",282,"11.04.2022 18:08",14,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
15639,"4GKHV8FPXQ",0,54,105,"Teilnahme-Gruppe-5",7,"Interaktion mit Externen","",2,1,1,"umgang mit prüfungsangst bei azubi","","11.04.2022","07:00","11.04.2022","14:00","11.04.2022 18:07","11.04.2022 18:10",210,"11.04.2022 18:10",1,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
16419,"EL7H9D4GB6",1,41,100,"Teilnahme-Gruppe-5",5,"Interaktion mit Lernenden außerhalb der Unterrichtszeit","",1,6,1,"schüler benötigen transparenz bei lösungsvorschlägen","Gespräche mit Schülern führen; unterschiedliche Vorstellungen um eine Lösung für ein Problem zu finden, Konsensbildung schließlich","11.04.2022","09:45","11.04.2022","18:10","11.04.2022 18:09","11.04.2022 18:21",702,"12.04.2022 23:09",16,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
16420,"EL7H9D4GB6",1,41,100,"Teilnahme-Gruppe-5",6,"Interaktion mit Kollegen:innen","",1,6,1,"kollegen benötigen offenes ohr meinerseits und das gefühl, dass ausreichend zeit für besprechungen vorhanden ist","Kollegin klagt häufiger über ihre Probleme mit Schülern, gemeinsam werden Lösungsvorschläge erörtert, Kollegin ist dankbar für die Ratschläge und geht meiner Einschätzung nach mit einem besseren Gefühl wieder aus dem Büro raus","11.04.2022","10:00","11.04.2022","18:21","11.04.2022 18:21","11.04.2022 18:24",203,"12.04.2022 23:09",17,NA,"psychologische sicherheit","kompetenz","competence","psychological safety",1
15680,"1AAGNLCCRX",0,57,100,"",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",1,0,2,"neues simulationsprogramm getestet, um unterrichtsstoff zu erarbeiten","Herausforderung, neues Programm lernen und vor allem auf Zweckmäßigkeit für den Unterricht zu bewerten","11.04.2022","09:45","11.04.2022","12:45","11.04.2022 18:47","11.04.2022 18:50",186,"11.04.2022 18:52",2,NA,"lernen neuer arbeitsmethoden","kompetenz","competence","learning new working methods",1
15705,"K3PNL2K6QD",0,50,100,"Teilnahme-Gruppe-5",21,"Zusatzfunktionen","",0,0,1,"verbindkiche absprachen über unterricht ist wichtig","Praktikant erinnert mich an Vereinbarung, die ich vergessen hatte ","11.04.2022","08:55","11.04.2022","09:05","11.04.2022 19:24","11.04.2022 19:26",142,"11.04.2022 19:26",26,NA,"positive einstellung zur teamarbeit","kompetenz","competence","positive attitude towards teamwork",1
